,COUNTYFP,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,SIMILARITY
1494,47183,0.093,0.135,0.228,0.251,0.292,0.16642115250171774
1495,19057,0.135,0.081,0.109,0.122,0.5529999999999999,0.1664481901373517
1496,18055,0.099,0.027000000000000003,0.081,0.235,0.5579999999999999,0.1664541979044085
1497,53019,0.08199999999999999,0.066,0.08199999999999999,0.204,0.565,0.16663132958720575
1498,49045,0.002,0.114,0.141,0.212,0.532,0.16670332930088713
1499,48103,0.08,0.056,0.096,0.199,0.57,0.1667573086854066
1500,12023,0.047,0.026,0.28800000000000003,0.254,0.385,0.16676030702778166
1501,48059,0.049,0.06,0.119,0.205,0.5670000000000001,0.16676030702778172
1502,31065,0.101,0.135,0.129,0.319,0.315,0.16697904060090896
1503,19117,0.032,0.204,0.196,0.185,0.384,0.1670449041425688
1504,37039,0.085,0.109,0.101,0.147,0.557,0.1670868037877319
1505,51089,0.063,0.085,0.132,0.154,0.5660000000000001,0.16724532878379597
1506,51143,0.106,0.045,0.147,0.135,0.5670000000000001,0.16726924403487933
1507,54037,0.041,0.038,0.2,0.16899999999999998,0.552,0.16732901720861212
1508,23025,0.035,0.095,0.142,0.17,0.5579999999999999,0.16738876903782998
1509,48461,0.077,0.058,0.08800000000000001,0.21,0.5670000000000001,0.16740669042783213
1510,1129,0.018000000000000002,0.077,0.102,0.307,0.495,0.16749925372968086
1511,16067,0.134,0.219,0.106,0.152,0.39,0.16761861471805567
1513,55003,0.078,0.038,0.118,0.363,0.403,0.16780643611018026
1514,29065,0.16699999999999998,0.16899999999999998,0.175,0.196,0.293,0.16781239525136393
1515,48415,0.14300000000000002,0.177,0.127,0.09,0.463,0.16786006076491214
1516,5005,0.15,0.104,0.108,0.104,0.534,0.16791366829415647
1517,47059,0.125,0.17800000000000002,0.033,0.254,0.41,0.16796725871431015
1518,28097,0.058,0.17600000000000002,0.109,0.147,0.51,0.1680684384410113
1519,26021,0.039,0.037000000000000005,0.122,0.247,0.555,0.16806843844101135
1520,29085,0.182,0.18,0.159,0.16399999999999998,0.316,0.16813684902483453
1521,29173,0.16,0.106,0.248,0.196,0.29,0.16813982276664854
1522,26035,0.05,0.026,0.102,0.308,0.514,0.16813982276664866
1523,22125,0.07200000000000001,0.13,0.037000000000000005,0.265,0.496,0.168294384933069
1524,8067,0.043,0.02,0.122,0.274,0.541,0.16834785415917844
1525,27075,0.087,0.033,0.075,0.341,0.464,0.16842505751817335
1526,48311,0.043,0.002,0.21,0.203,0.542,0.16848442064475874
1527,19113,0.039,0.081,0.115,0.201,0.563,0.16850519279832296
1528,19179,0.034,0.08199999999999999,0.293,0.221,0.37,0.1686268068843148
1529,18147,0.017,0.134,0.104,0.21600000000000005,0.529,0.16864459671154605
1530,5027,0.241,0.07200000000000001,0.054000000000000006,0.25,0.383,0.1687275911047153
1531,12109,0.047,0.071,0.097,0.223,0.561,0.1688135065686393
1532,17033,0.146,0.196,0.047,0.219,0.392,0.16900591705617884
1533,37139,0.067,0.021,0.11,0.238,0.563,0.16913308369446822
1534,37029,0.091,0.025,0.121,0.188,0.575,0.1691419522176565
1535,26123,0.099,0.121,0.027000000000000003,0.3,0.454,0.1691685549976709
1536,20103,0.087,0.135,0.092,0.142,0.544,0.16926606275328795
1537,49019,0.056,0.111,0.098,0.17600000000000002,0.5579999999999999,0.16935170504013236
1538,48159,0.013,0.055,0.131,0.327,0.474,0.1694077920285841
1539,21229,0.035,0.066,0.116,0.221,0.562,0.16950221237494226
1541,1023,0.049,0.038,0.126,0.219,0.568,0.1696319545368737
1542,31041,0.14300000000000002,0.104,0.112,0.328,0.314,0.16968794889443384
1544,53039,0.038,0.029,0.113,0.28800000000000003,0.532,0.169867595497199
1545,39021,0.084,0.051,0.274,0.269,0.321,0.16988231220465533
1546,48333,0.041,0.117,0.062,0.261,0.518,0.1700117642988273
1547,28143,0.131,0.036000000000000004,0.08900000000000001,0.17600000000000002,0.568,0.17001470524634035
1548,31113,0.14,0.133,0.115,0.308,0.304,0.17002058698875264
1549,41037,0.05,0.017,0.127,0.247,0.5579999999999999,0.1702468795602433
1550,5001,0.019,0.073,0.134,0.21600000000000005,0.557,0.17028799135582054
1551,5141,0.033,0.06,0.096,0.272,0.539,0.17032028651925174
1552,48499,0.046,0.073,0.071,0.28300000000000003,0.526,0.17034083479894072
1553,5023,0.036000000000000004,0.065,0.093,0.259,0.546,0.17037605465557654
1554,27117,0.08800000000000001,0.182,0.132,0.281,0.317,0.1703965962101356
1555,29183,0.041,0.05,0.091,0.28600000000000003,0.532,0.17041420128616047
1556,31095,0.206,0.05,0.055,0.306,0.384,0.17045233937966356
1557,21123,0.07400000000000001,0.053,0.09,0.213,0.57,0.17056670249494768
1558,49041,0.152,0.096,0.171,0.3,0.282,0.17061652909375458
1559,29101,0.168,0.107,0.026,0.189,0.511,0.1706223900899293
1560,5059,0.059,0.086,0.079,0.21600000000000005,0.56,0.17062532051251955
1561,21027,0.023,0.146,0.177,0.138,0.517,0.17064583206161232
1562,20149,0.012,0.057,0.145,0.236,0.55,0.17066634114552295
1563,26001,0.065,0.046,0.133,0.18,0.5760000000000001,0.17067220043111891
1564,19185,0.138,0.14800000000000002,0.252,0.12,0.342,0.17067805951556864
1565,38093,0.202,0.053,0.076,0.314,0.354,0.17068098898237025
1566,48483,0.23,0.139,0.158,0.126,0.34600000000000003,0.17077470538695125
1567,26109,0.059,0.073,0.068,0.253,0.547,0.17080690852538727
1568,29195,0.083,0.23,0.112,0.18600000000000005,0.389,0.17083617883809038
1569,31179,0.245,0.12,0.155,0.141,0.34,0.17099122784517334
1570,20039,0.163,0.118,0.211,0.235,0.273,0.17101169550647696
1571,19173,0.09,0.151,0.185,0.282,0.292,0.1711928736834568
1572,20001,0.153,0.212,0.126,0.16699999999999998,0.341,0.17130674242422567
1573,30077,0.118,0.14400000000000002,0.069,0.14,0.53,0.1713067424242257
1574,28015,0.08,0.14400000000000002,0.119,0.12,0.537,0.17131549842323085
1575,30023,0.141,0.173,0.064,0.133,0.489,0.17150801730531434
1576,22057,0.078,0.039,0.159,0.151,0.573,0.17153133824464845
1577,13013,0.063,0.086,0.092,0.19,0.568,0.1716100230173051
1578,5079,0.035,0.016,0.194,0.201,0.5539999999999999,0.17171779173981938
1579,28071,0.019,0.059,0.161,0.2,0.56,0.17204069286072995
1580,16063,0.18,0.2,0.105,0.135,0.379,0.17212204972053988
1581,31147,0.098,0.185,0.166,0.252,0.298,0.1722556240010758
1582,27031,0.184,0.02,0.038,0.257,0.5,0.17230206034751874
1583,13061,0.028,0.066,0.12,0.223,0.562,0.17233687939614092
1584,45053,0.129,0.055,0.056,0.201,0.5589999999999999,0.1723803933166414
1585,46039,0.136,0.111,0.275,0.16899999999999998,0.309,0.17243839479651854
1586,27029,0.065,0.21,0.203,0.172,0.35100000000000003,0.17260359208313136
1587,13239,0.053,0.15,0.095,0.163,0.5379999999999999,0.17265572680916202
1588,48441,0.054000000000000006,0.059,0.12,0.191,0.575,0.17271942565907286
1589,45037,0.099,0.084,0.083,0.165,0.569,0.1727223205031706
1590,13159,0.08199999999999999,0.059,0.181,0.118,0.56,0.17286700089953555
1591,17145,0.055,0.092,0.104,0.358,0.392,0.17289881433948584
1592,26049,0.032,0.043,0.104,0.28800000000000003,0.5329999999999999,0.17290170618012995
1593,45035,0.071,0.071,0.123,0.16,0.5760000000000001,0.17295664196555166
1594,51071,0.066,0.09,0.14,0.13699999999999998,0.5670000000000001,0.17299421955660838
1595,16031,0.134,0.223,0.102,0.149,0.392,0.17303467860518598
1596,37177,0.054000000000000006,0.016,0.103,0.301,0.527,0.17303756817523766
1597,26085,0.052000000000000005,0.122,0.073,0.204,0.5479999999999999,0.17306068299876776
1598,28121,0.031,0.103,0.127,0.179,0.561,0.17310690338631796
1599,55031,0.044,0.042,0.092,0.327,0.495,0.1731097917507846
1600,13227,0.038,0.118,0.101,0.188,0.555,0.17320796748417788
1601,16011,0.095,0.197,0.175,0.229,0.304,0.17322528683769006
1602,21079,0.077,0.043,0.063,0.276,0.54,0.17324549056180372
1603,30095,0.126,0.173,0.16,0.255,0.28600000000000003,0.17331185764395926
1604,5121,0.051,0.145,0.203,0.289,0.311,0.17337243148782333
1605,4011,0.111,0.08900000000000001,0.16699999999999998,0.08900000000000001,0.544,0.1734560463056852
1606,22059,0.08199999999999999,0.035,0.08900000000000001,0.223,0.5710000000000001,0.17352521430616366
1607,13245,0.068,0.059,0.114,0.18,0.578,0.17366634676873927
1608,1109,0.06,0.131,0.145,0.333,0.33,0.17383900597967072
1609,31155,0.108,0.09,0.28,0.223,0.3,0.17388501948126528
1610,27073,0.184,0.096,0.248,0.179,0.293,0.17396263966725728
1611,48401,0.038,0.04,0.101,0.331,0.491,0.1741091611604628
1612,42119,0.078,0.032,0.103,0.211,0.5760000000000001,0.17411203289836122
1613,42041,0.031,0.032,0.183,0.192,0.562,0.17411777623206662
1614,48475,0.08,0.052000000000000005,0.094,0.197,0.5770000000000001,0.17437603046290515
1616,27127,0.081,0.123,0.248,0.255,0.293,0.17453652912785908
1617,42109,0.062,0.036000000000000004,0.104,0.226,0.5720000000000001,0.17460526910720656
1618,26119,0.044,0.071,0.126,0.18600000000000005,0.574,0.17464249196572978
1619,19025,0.212,0.117,0.213,0.153,0.304,0.174665394397402
1620,55141,0.131,0.177,0.215,0.181,0.29600000000000004,0.17467398203510442
1621,1049,0.084,0.051,0.106,0.179,0.58,0.17471405209656146
1622,45031,0.153,0.083,0.114,0.103,0.5479999999999999,0.17488281790959334
1623,51101,0.012,0.07200000000000001,0.201,0.16899999999999998,0.546,0.17499428562098826
1624,1113,0.069,0.067,0.08,0.213,0.57,0.1749971428338188
1625,13235,0.079,0.031,0.098,0.218,0.575,0.1750142851312429
1626,12133,0.138,0.085,0.062,0.158,0.557,0.17502856909659067
1627,20007,0.069,0.147,0.118,0.329,0.336,0.17513423423191704
1628,8011,0.033,0.036000000000000004,0.172,0.191,0.5670000000000001,0.1751513631120238
1629,13151,0.103,0.048,0.091,0.181,0.578,0.17520844728494112
1630,13085,0.049,0.09,0.128,0.162,0.5710000000000001,0.1752968910163555
1631,28039,0.037000000000000005,0.102,0.08800000000000001,0.34600000000000003,0.428,0.1753111519556015
1632,31063,0.094,0.121,0.136,0.336,0.313,0.17533681872327905
1633,27039,0.035,0.096,0.071,0.325,0.473,0.1754793435137025
1634,37111,0.075,0.114,0.105,0.14300000000000002,0.563,0.1755591068557823
1635,20095,0.081,0.212,0.114,0.128,0.464,0.17563029351453013
1636,18175,0.097,0.07400000000000001,0.062,0.35600000000000004,0.411,0.17565022060902746
1637,13291,0.065,0.119,0.087,0.168,0.56,0.17567583783776305
1639,48083,0.053,0.048,0.084,0.259,0.556,0.1758266191451113
1640,21167,0.047,0.012,0.17800000000000002,0.195,0.5670000000000001,0.17591475208179674
1641,47023,0.108,0.068,0.122,0.362,0.34,0.17599715906798044
1642,17131,0.039,0.066,0.11,0.215,0.5710000000000001,0.17640294782117455
1643,22005,0.049,0.092,0.142,0.14800000000000002,0.569,0.17642278764377348
1644,40151,0.165,0.116,0.166,0.281,0.272,0.17643979143039135
1645,12107,0.068,0.05,0.114,0.18600000000000005,0.581,0.17645962711056598
1646,5123,0.087,0.006999999999999999,0.289,0.267,0.35,0.17650779019635365
1647,49001,0.099,0.026,0.271,0.28300000000000003,0.32,0.1765389475441609
1648,45041,0.114,0.08,0.133,0.109,0.564,0.17667767261315162
1649,13065,0.06,0.058,0.134,0.168,0.58,0.1767455798598652
1650,22037,0.067,0.053,0.095,0.366,0.42,0.17676538122607605
1652,17117,0.015,0.05,0.147,0.227,0.561,0.1769434938052259
1653,30047,0.087,0.23,0.128,0.206,0.349,0.17700000000000002
1654,22067,0.039,0.105,0.124,0.166,0.5660000000000001,0.17702824633374195
1655,27071,0.159,0.183,0.087,0.255,0.316,0.17708472548472384
1656,42005,0.027000000000000003,0.07400000000000001,0.159,0.173,0.568,0.17710448893238134
1657,4012,0.031,0.064,0.162,0.173,0.57,0.1771073121020134
1659,31073,0.086,0.12,0.115,0.34700000000000003,0.333,0.17720609470331436
1660,29113,0.063,0.119,0.236,0.282,0.299,0.1772173806374533
1661,48287,0.035,0.122,0.14800000000000002,0.142,0.5529999999999999,0.17724841325100765
1662,37031,0.01,0.067,0.16699999999999998,0.197,0.56,0.17731328207441208
1663,31047,0.096,0.114,0.115,0.348,0.328,0.1774992957732509
1664,40083,0.03,0.027000000000000003,0.114,0.31,0.519,0.17751337977741286
1665,20137,0.161,0.163,0.177,0.225,0.275,0.17761193653580828
1666,26025,0.063,0.121,0.078,0.17800000000000002,0.5589999999999999,0.17773575892318344
1667,31039,0.147,0.066,0.122,0.34700000000000003,0.317,0.17774701122663078
1668,42051,0.053,0.064,0.14400000000000002,0.161,0.578,0.17777232630530546
1669,13067,0.039,0.049,0.116,0.225,0.5720000000000001,0.17791008965204874
1670,45063,0.044,0.038,0.129,0.214,0.5760000000000001,0.17794943101903987
1671,5087,0.075,0.08800000000000001,0.159,0.114,0.564,0.17812635964393364
1672,5031,0.078,0.123,0.138,0.341,0.32,0.17813758727455584
1673,5105,0.098,0.051,0.08,0.3670000000000001,0.404,0.17822738285684392
1674,31069,0.202,0.124,0.119,0.268,0.28800000000000003,0.17834236737242215
1675,29029,0.266,0.093,0.147,0.124,0.371,0.17856651421809186
1676,47105,0.041,0.06,0.107,0.219,0.573,0.17858611368188734
1677,19031,0.026,0.096,0.142,0.355,0.381,0.1786365024288149
1678,12039,0.06,0.033,0.104,0.227,0.575,0.17863930138690082
1679,19003,0.14800000000000002,0.11,0.15,0.311,0.281,0.17864769799804306
1680,26105,0.046,0.054000000000000006,0.199,0.14,0.561,0.17866449003649276
1681,16075,0.081,0.199,0.174,0.242,0.304,0.17888264309317434
1683,19187,0.209,0.16699999999999998,0.161,0.101,0.362,0.1790391018744229
1684,27167,0.166,0.14800000000000002,0.239,0.096,0.35200000000000004,0.17912565422071733
1685,39079,0.166,0.141,0.247,0.105,0.341,0.1793069993056601
1687,55097,0.157,0.159,0.215,0.188,0.28,0.1798165732072547
1688,48495,0.087,0.05,0.086,0.196,0.581,0.1799027515075853
1689,13225,0.027000000000000003,0.07400000000000001,0.172,0.16,0.5670000000000001,0.18009164333749642
1690,20109,0.206,0.131,0.194,0.189,0.28,0.18010274845209884
1691,19021,0.183,0.062,0.26,0.207,0.28800000000000003,0.18020821290940095
1692,31119,0.251,0.08199999999999999,0.194,0.156,0.317,0.1803247071257846
1693,18001,0.136,0.047,0.16,0.348,0.309,0.1803967848937447
1694,31107,0.171,0.17800000000000002,0.195,0.157,0.299,0.1805131574151868
1695,4003,0.053,0.025,0.147,0.194,0.581,0.18066820417549956
1696,19059,0.276,0.027000000000000003,0.091,0.173,0.433,0.18070694507959567
1697,27113,0.081,0.197,0.211,0.205,0.306,0.18074014495955235
1698,48501,0.084,0.035,0.065,0.254,0.561,0.1807816362355425
1699,5015,0.111,0.068,0.115,0.129,0.5770000000000001,0.18080099557248025
1700,5029,0.071,0.12,0.13699999999999998,0.34700000000000003,0.325,0.18092263539977527
1701,51067,0.07400000000000001,0.098,0.069,0.189,0.57,0.1814249155987126
1703,46023,0.117,0.149,0.254,0.192,0.28800000000000003,0.18160121144970368
1704,31027,0.207,0.163,0.161,0.177,0.293,0.18186258548695491
1705,38075,0.193,0.13,0.141,0.262,0.274,0.1819587865424476
1706,21055,0.121,0.117,0.29,0.153,0.319,0.1819972527265178
1707,41057,0.125,0.04,0.092,0.163,0.581,0.18206042952822007
1708,5069,0.042,0.036000000000000004,0.172,0.173,0.5770000000000001,0.1822937190360656
1709,17167,0.017,0.03,0.155,0.233,0.564,0.18236776030866853
1710,37161,0.045,0.17,0.098,0.156,0.532,0.18256505689753447
1711,21179,0.033,0.106,0.068,0.244,0.5479999999999999,0.1831993449769949
1712,56015,0.201,0.16899999999999998,0.111,0.223,0.29600000000000004,0.18326756396045646
1713,47013,0.059,0.075,0.204,0.109,0.5539999999999999,0.18335757415498272
1714,6015,0.01,0.135,0.112,0.196,0.547,0.1833766615466647
1715,47093,0.036000000000000004,0.032,0.14400000000000002,0.209,0.579,0.1836164480649813
1716,20073,0.034,0.079,0.256,0.302,0.33,0.18361917111238685
1717,48307,0.031,0.053,0.09,0.34,0.486,0.18364912196904187
1718,38009,0.206,0.119,0.142,0.259,0.274,0.18373078130786907
1719,27069,0.068,0.168,0.221,0.251,0.292,0.18380152338868144
1720,13105,0.132,0.177,0.081,0.107,0.503,0.18388855320546732
1721,51057,0.016,0.081,0.181,0.16,0.563,0.18389671013914305
1722,54023,0.1,0.232,0.067,0.193,0.407,0.18397282408007976
1723,31015,0.081,0.159,0.267,0.184,0.309,0.1841656862719003
1724,31097,0.061,0.175,0.247,0.207,0.31,0.1841819752310198
1725,49011,0.035,0.055,0.077,0.314,0.518,0.18433122361661905
1726,27133,0.095,0.22,0.11,0.247,0.328,0.1845182917761814
1727,38021,0.151,0.077,0.227,0.277,0.267,0.18459144075498188
1729,13305,0.029,0.139,0.14300000000000002,0.139,0.55,0.18474577126418887
1730,1089,0.062,0.05,0.123,0.177,0.589,0.1849702678810841
1731,27123,0.044,0.046,0.086,0.259,0.564,0.18502972734131126
1732,29039,0.275,0.056,0.173,0.155,0.341,0.18511888072263186
1733,51085,0.043,0.052000000000000005,0.087,0.25,0.568,0.1851944923587092
1734,17099,0.018000000000000002,0.046,0.113,0.267,0.556,0.18526467553206147
1735,18123,0.01,0.109,0.087,0.252,0.542,0.1853078519653175
1736,37109,0.029,0.09,0.084,0.234,0.563,0.18534562309372185
1737,1111,0.158,0.226,0.105,0.14400000000000002,0.368,0.18551010754134128
1738,48081,0.039,0.056,0.093,0.241,0.5720000000000001,0.1857471399510636
1739,17053,0.011,0.08199999999999999,0.16699999999999998,0.172,0.5670000000000001,0.18580635080642435
1740,38101,0.195,0.138,0.127,0.263,0.276,0.18585478202080244
1741,47081,0.063,0.057,0.08199999999999999,0.217,0.581,0.18608331467383096
1742,42039,0.024,0.016,0.136,0.266,0.5579999999999999,0.1861800204103544
1743,16023,0.107,0.213,0.159,0.222,0.298,0.18622029964533945
1744,26013,0.012,0.063,0.109,0.257,0.5579999999999999,0.18651541491254814
1745,17141,0.053,0.045,0.129,0.184,0.589,0.18657170203436527
1746,12033,0.019,0.052000000000000005,0.095,0.31,0.524,0.18672171807264412
1747,27105,0.244,0.078,0.18,0.215,0.284,0.18677258899528054
1748,12053,0.09,0.04,0.091,0.19,0.589,0.18682879863661275
1749,47015,0.209,0.08900000000000001,0.238,0.182,0.282,0.1868662623375338
1750,56017,0.208,0.093,0.068,0.307,0.324,0.18694651641579205
1751,26141,0.02,0.04,0.14300000000000002,0.223,0.575,0.18697058592195726
1752,38063,0.133,0.183,0.193,0.218,0.274,0.18699197843757895
1753,13153,0.032,0.079,0.136,0.172,0.581,0.1871015766903101
1754,17107,0.046,0.045,0.23,0.128,0.551,0.1872191229548948
1755,13057,0.049,0.054000000000000006,0.1,0.213,0.584,0.18722980531955907
1756,46009,0.108,0.205,0.198,0.193,0.295,0.18725383841192686
1757,39025,0.08199999999999999,0.069,0.07400000000000001,0.192,0.584,0.18733926443754387
1758,48405,0.096,0.033,0.07,0.222,0.58,0.187413980268282
1759,40045,0.132,0.22,0.135,0.207,0.306,0.18743265457224895
1760,37167,0.029,0.083,0.097,0.217,0.574,0.1875286644755942
1761,46121,0.147,0.031,0.097,0.368,0.35700000000000004,0.18767258723638888
1762,17027,0.102,0.063,0.083,0.166,0.5870000000000001,0.18787761974221415
1763,40003,0.203,0.096,0.188,0.25,0.262,0.18793083834219435
1764,30037,0.134,0.181,0.168,0.246,0.271,0.18846485083431336
1765,45017,0.06,0.047,0.129,0.173,0.5920000000000001,0.1884781154404936
1766,39125,0.095,0.061,0.24,0.314,0.29,0.1885179036590424
1767,50005,0.076,0.121,0.078,0.154,0.57,0.18860540819393276
1768,37001,0.04,0.073,0.126,0.175,0.586,0.1886292660220041
1769,13141,0.043,0.111,0.102,0.168,0.575,0.18864251906714985
1771,30009,0.14,0.16899999999999998,0.163,0.26,0.267,0.18882266813070933
1772,16083,0.166,0.222,0.101,0.177,0.335,0.18882266813070936
1773,20151,0.02,0.183,0.101,0.309,0.387,0.18895237495199685
1774,40097,0.173,0.175,0.213,0.135,0.303,0.18904496819540054
1775,16053,0.175,0.219,0.096,0.16699999999999998,0.343,0.18905819209968128
1776,27119,0.104,0.208,0.197,0.196,0.295,0.18915866356051472
1777,28153,0.037000000000000005,0.062,0.121,0.194,0.5870000000000001,0.18946239732464076
1778,28025,0.029,0.08199999999999999,0.098,0.214,0.5770000000000001,0.18953891421024874
1779,37045,0.062,0.121,0.094,0.151,0.573,0.1895573791758052
1780,26063,0.08,0.07200000000000001,0.032,0.271,0.544,0.1895679297771646
1781,51031,0.07,0.04,0.083,0.222,0.585,0.18973929482318624
1782,37015,0.1,0.04,0.064,0.214,0.5820000000000001,0.18981833420404895
1783,46021,0.155,0.16699999999999998,0.122,0.277,0.278,0.1898525743833883
1784,18037,0.01,0.105,0.086,0.25,0.55,0.1898525743833884
1785,38049,0.206,0.132,0.124,0.263,0.275,0.18993419913222576
1786,8113,0.043,0.058,0.07400000000000001,0.26,0.565,0.18996052221448534
1787,13097,0.083,0.037000000000000005,0.09,0.198,0.591,0.19008945262691454
1788,6009,0.045,0.019,0.098,0.276,0.562,0.1901236439793852
1789,37081,0.04,0.055,0.117,0.199,0.588,0.1901262738287373
1790,8111,0.032,0.038,0.097,0.27,0.563,0.19014994083617276
1791,20153,0.128,0.174,0.209,0.22,0.268,0.19034179782696176
1792,39011,0.131,0.08900000000000001,0.153,0.342,0.285,0.1903496782240517
1793,41045,0.071,0.206,0.213,0.206,0.305,0.19041008376659047
1795,13315,0.173,0.017,0.083,0.157,0.569,0.1904993438308909
1796,48135,0.085,0.047,0.076,0.204,0.588,0.19052296449509698
1797,54089,0.053,0.104,0.166,0.111,0.5670000000000001,0.1907196895970629
1798,20139,0.018000000000000002,0.09,0.08800000000000001,0.24,0.564,0.1910366456991956
1799,55131,0.031,0.142,0.22,0.298,0.309,0.19118838876877434
1800,45051,0.086,0.052000000000000005,0.081,0.19,0.591,0.1912511437874294
1801,30065,0.128,0.17800000000000002,0.16899999999999998,0.257,0.268,0.1912772856352787
1802,55059,0.077,0.083,0.097,0.155,0.589,0.19134785078489905
1803,54079,0.087,0.048,0.08800000000000001,0.184,0.593,0.1914392854144624
1804,31139,0.253,0.11,0.185,0.142,0.311,0.1915202339179858
1805,26051,0.025,0.024,0.109,0.338,0.503,0.1915306763941484
1806,40093,0.16899999999999998,0.07200000000000001,0.212,0.285,0.261,0.1915463390409746
1807,48001,0.172,0.104,0.095,0.08800000000000001,0.541,0.1917420141752976
1808,40011,0.029,0.081,0.244,0.32,0.326,0.19175765956018548
1809,53013,0.08,0.031,0.079,0.223,0.586,0.19179155351578964
1810,45067,0.28,0.036000000000000004,0.182,0.127,0.376,0.19189580506097573
1811,19161,0.18,0.071,0.28600000000000003,0.159,0.303,0.1919166485743225
1812,19169,0.045,0.075,0.071,0.235,0.574,0.19192446430822724
1813,17057,0.016,0.03,0.311,0.199,0.444,0.1919348847916918
1814,4015,0.051,0.096,0.104,0.16399999999999998,0.585,0.19198176996788
1815,28041,0.015,0.112,0.07,0.262,0.541,0.19199218734104784
1816,39037,0.21600000000000005,0.084,0.15,0.28,0.271,0.1920364548725059
1817,32007,0.021,0.046,0.19,0.364,0.379,0.19205467971387727
1818,48459,0.051,0.076,0.104,0.179,0.59,0.19205988649377045
1819,38011,0.188,0.141,0.146,0.262,0.263,0.19226804206627787
1820,31143,0.029,0.16699999999999998,0.277,0.174,0.353,0.1923460423299632
1821,53003,0.014,0.029,0.115,0.32,0.522,0.1924655813385864
1823,23027,0.023,0.06,0.15,0.182,0.585,0.1925331140349628
1824,17135,0.018000000000000002,0.05,0.091,0.316,0.525,0.19264734620544352
1825,41011,0.128,0.061,0.136,0.099,0.5770000000000001,0.19304921652262674
1826,28001,0.113,0.112,0.131,0.084,0.56,0.19308288375720936
1827,48345,0.067,0.053,0.084,0.206,0.591,0.1931579664419772
1828,20043,0.13699999999999998,0.193,0.184,0.214,0.272,0.19328476401413536
1829,1107,0.031,0.06,0.16899999999999998,0.157,0.584,0.1933442525652107
1830,21185,0.025,0.039,0.098,0.278,0.56,0.19342957374713934
1831,54077,0.057,0.028,0.087,0.247,0.58,0.19350968967987106
1832,18073,0.18600000000000005,0.1,0.065,0.328,0.321,0.19360010330575755
1833,26159,0.025,0.068,0.13699999999999998,0.183,0.5870000000000001,0.19361043360315072
1834,17143,0.039,0.036000000000000004,0.096,0.251,0.5770000000000001,0.19369563753476748
1835,56029,0.189,0.153,0.191,0.205,0.262,0.193729192431084
1836,21143,0.052000000000000005,0.11,0.316,0.138,0.384,0.19377048278827194
1837,12041,0.016,0.151,0.069,0.324,0.44,0.19382208336513154
1838,39027,0.171,0.198,0.071,0.105,0.455,0.19386851214160594
1839,17115,0.016,0.062,0.08800000000000001,0.28600000000000003,0.5489999999999999,0.19389172236070312
1840,33003,0.08800000000000001,0.035,0.107,0.172,0.598,0.19412109622604132
1841,21021,0.092,0.037000000000000005,0.112,0.161,0.598,0.1943733520830466
1842,42009,0.014,0.111,0.1,0.205,0.57,0.19441450563165288
1843,16079,0.068,0.14400000000000002,0.299,0.147,0.342,0.19442993596666125
1844,39173,0.029,0.061,0.086,0.252,0.5720000000000001,0.19442993596666133
1845,1087,0.008,0.033,0.241,0.172,0.545,0.19445822173412988
1846,41035,0.097,0.031,0.062,0.227,0.583,0.1944710775411089
1847,16039,0.206,0.044,0.038,0.173,0.539,0.1945533345897726
1848,26135,0.057,0.073,0.096,0.181,0.593,0.19472801544718726
1849,13163,0.251,0.055,0.099,0.102,0.493,0.19474342094150449
1850,12059,0.17,0.077,0.081,0.111,0.562,0.1949051051152843
1851,48403,0.105,0.046,0.103,0.15,0.596,0.19506152875439076
1852,27169,0.029,0.151,0.057,0.328,0.435,0.1951332877804297
1853,29003,0.133,0.197,0.16399999999999998,0.234,0.272,0.19513841241539293
1854,18111,0.102,0.153,0.092,0.338,0.316,0.1951512234140488
1855,16021,0.045,0.171,0.061,0.185,0.537,0.19523831591160587
1856,28125,0.066,0.068,0.14800000000000002,0.128,0.59,0.1952920889334742
1857,17041,0.048,0.061,0.105,0.191,0.594,0.19529464918425185
1858,30103,0.122,0.188,0.16,0.259,0.27,0.19532536957599744
1859,21009,0.053,0.093,0.09,0.17600000000000002,0.588,0.19539447279797856
1860,31167,0.265,0.08,0.192,0.154,0.309,0.19540982575090746
1861,48419,0.025,0.035,0.117,0.369,0.453,0.19544308634484875
1862,42043,0.032,0.023,0.258,0.147,0.539,0.19544820285692066
1863,21221,0.066,0.053,0.131,0.152,0.597,0.19545331923505416
1864,47185,0.185,0.205,0.162,0.115,0.333,0.1955479480843509
1865,37073,0.008,0.022,0.19,0.21,0.57,0.1955581754875004
1866,16069,0.009000000000000001,0.03,0.117,0.326,0.517,0.1955607322547142
1867,46003,0.239,0.073,0.236,0.15,0.302,0.1957830431881168
1868,18179,0.205,0.05,0.077,0.337,0.332,0.1958111334934763
1869,48329,0.083,0.044,0.066,0.219,0.588,0.1958953802415973
1870,16047,0.211,0.202,0.08900000000000001,0.153,0.345,0.1960229578391266
1871,16081,0.099,0.189,0.19,0.25,0.272,0.1960688654529321
1872,48383,0.058,0.061,0.064,0.237,0.58,0.1961555505204989
1874,26057,0.057,0.07400000000000001,0.105,0.16899999999999998,0.596,0.19691114747520008
1875,40059,0.158,0.189,0.118,0.257,0.278,0.1971116434917024
1876,46061,0.185,0.107,0.269,0.14800000000000002,0.29,0.19730686759461769
